timestamp,ax,ay,az
1479424259999927379,0.13,0.44,9.81
1479424260010319384,0.12,0.46,9.91
1479424260021025245,0.07,0.46,9.71
1479424260030053029,0.0,0.44,9.52
1479424260040086158,-0.05,0.4,9.42
1479424260050063041,-0.1,0.38,10.01
1479424260060160408,-0.13,0.37,10.3
1479424260070097551,-0.14,0.37,10.2
1479424260080139165,-0.08,0.37,9.71
1479424260090186990,0.01,0.35,9.91
1479424260100427066,0.05,0.33,10.2
1479424260110240831,0.01,0.34,10.2
1479424260121168515,-0.08,0.37,10.01
1479424260130239668,-0.19,0.4,10.01
1479424260140315315,-0.24,0.46,9.52
1479424260150344990,-0.24,0.5,9.02
1479424260160324680,-0.22,0.53,9.22
1479424260170390698,-0.19,0.55,9.02
1479424260180452201,-0.13,0.55,8.93
1479424260190463221,-0.07,0.52,9.52
1479424260200945096,-0.05,0.49,10.2
1479424260210452593,-0.07,0.48,9.81
1479424260221488935,-0.09,0.49,10.01
1479424260230534731,-0.03,0.49,10.01
1479424260240559052,0.08,0.46,9.81
1479424260250616670,0.12,0.4,10.3
1479424260260616813,0.08,0.39,9.81
1479424260270617190,0.06,0.43,9.22
1479424260280614057,0.08,0.46,9.52
1479424260290642622,0.11,0.47,9.42
1479424260301174838,0.16,0.46,9.12
1479424260310706232,0.2,0.46,8.93
1479424260321689389,0.16,0.46,9.32
1479424260330731738,0.07,0.43,9.61
1479424260341029323,-0.01,0.41,9.61
1479424260350748110,-0.07,0.41,10.01
1479424260361074840,-0.06,0.41,9.61
1479424260371159158,0.0,0.41,9.52
1479424260381136771,0.1,0.4,9.22
1479424260390891877,0.16,0.4,9.42
1479424260401145884,0.1,0.44,8.83
1479424260410937252,0.05,0.5,8.63
1479424260422112665,0.05,0.51,9.32
1479424260431058433,0.01,0.49,9.32
1479424260441160976,-0.07,0.49,8.34
1479424260451059620,-0.11,0.47,8.83
1479424260461120760,-0.13,0.41,9.52
1479424260471062439,-0.17,0.39,9.42
1479424260481138101,-0.2,0.39,10.1
1479424260491129362,-0.22,0.4,10.4
1479424260501166490,-0.24,0.46,10.2
1479424260511324753,-0.23,0.52,9.91
1479424260522153653,-0.16,0.55,9.71
1479424260531809948,-0.18,0.54,9.52
1479424260541289181,-0.24,0.52,8.73
1479424260551295033,-0.09,0.48,8.24
1479424260561392707,0.12,0.48,8.73
1479424260571370032,0.16,0.5,10.2
1479424260581391063,0.03,0.45,11.28
1479424260591487730,-0.24,0.38,12.07
1479424260601438403,-0.62,0.36,12.26
1479424260611619809,-0.85,0.38,11.58
1479424260622413698,-0.83,0.46,11.28
1479424260631477116,-0.7,0.52,10.3
1479424260641512527,-0.4,0.47,9.02
1479424260651637380,-0.03,0.36,10.79
1479424260661859785,0.22,0.27,11.87
1479424260671622802,0.41,0.29,11.87
1479424260681619911,0.48,0.41,11.67
1479424260691804582,0.44,0.59,10.79
1479424260701753713,0.37,0.67,9.71
1479424260711700489,0.2,0.6,9.61
1479424260722630025,-0.15,0.37,11.38
1479424260731750722,-0.42,0.07,11.38
1479424260741789517,-0.37,-0.04,11.28
1479424260751758117,-0.08,0.03,10.3
1479424260761777985,0.38,0.17,9.81
1479424260771971717,0.89,0.32,9.71
1479424260781857580,1.09,0.41,10.69
1479424260791870134,0.74,0.44,11.38
1479424260801974293,0.08,0.41,10.99
1479424260811950192,-0.44,0.37,10.4
1479424260822858172,-0.56,0.37,9.22
1479424260831934261,-0.31,0.4,8.34
1479424260841974130,0.01,0.43,8.04
1479424260852031724,0.23,0.43,8.63
1479424260862061916,0.33,0.44,8.63
1479424260872383400,0.37,0.48,8.73
1479424260882110233,0.29,0.59,8.93
1479424260892072201,0.05,0.7,9.02
1479424260902124351,-0.33,0.71,9.52
1479424260912160404,-0.66,0.6,10.01
1479424260922867216,-0.82,0.47,9.81
1479424260932201988,-0.79,0.39,9.12
1479424260942519283,-0.57,0.36,9.02
1479424260952242350,-0.26,0.35,9.32
1479424260962241066,-0.01,0.35,10.01
1479424260972340576,0.16,0.4,10.3
1479424260982366781,0.26,0.49,10.1
1479424260992349678,0.24,0.58,9.71
1479424261002343300,0.16,0.61,9.42
1479424261012738481,-0.01,0.58,8.83
1479424261023160030,-0.32,0.52,9.12
1479424261032436415,-0.59,0.48,9.32
1479424261042448328,-0.66,0.43,9.91
1479424261052490483,-0.51,0.4,9.42
1479424261062611921,-0.17,0.44,9.32
1479424261072629799,0.23,0.52,8.93
1479424261082778130,0.36,0.55,9.42
1479424261092634187,0.1,0.5,10.01
1479424261102634534,-0.16,0.4,10.01
1479424261112649996,-0.22,0.34,9.61
1479424261123347044,-0.2,0.36,8.83
1479424261132696439,-0.2,0.39,9.32
1479424261142742539,-0.2,0.4,9.42
1479424261152738881,-0.18,0.42,9.52
1479424261162740374,-0.13,0.49,9.42
1479424261172785343,-0.11,0.55,9.02
1479424261183125836,-0.13,0.56,9.02
1479424261192782165,-0.15,0.55,9.12
1479424261202825530,-0.19,0.51,10.01
1479424261212928826,-0.29,0.47,10.2
1479424261224365703,-0.37,0.48,9.22
1479424261233139268,-0.36,0.52,8.53
1479424261242937383,-0.23,0.51,8.24
1479424261253013993,-0.04,0.48,9.32
1479424261262995002,0.1,0.45,10.59
1479424261273115176,0.15,0.43,11.38
1479424261283222418,0.18,0.46,10.89
1479424261293098376,0.15,0.53,10.01
1479424261304183795,-0.08,0.57,9.52
1479424261313093836,-0.42,0.53,10.1
1479424261324539508,-0.6,0.43,10.5
1479424261333534886,-0.55,0.34,10.59
1479424261343200270,-0.38,0.32,10.5
1479424261353198301,-0.17,0.39,9.71
1479424261363266551,0.1,0.51,9.42
1479424261373354889,0.37,0.57,10.1
1479424261383527524,0.47,0.56,10.4
1479424261393290287,0.39,0.5,10.89
1479424261403362401,0.18,0.4,10.89
1479424261413401488,-0.07,0.37,10.89
1479424261424863619,-0.27,0.42,10.3
1479424261433782622,-0.33,0.43,10.1
1479424261444286692,-0.28,0.42,10.69
1479424261453432847,-0.14,0.4,10.5
1479424261464263618,0.03,0.38,10.4
1479424261473654558,0.16,0.39,10.4
1479424261484451284,0.17,0.43,10.4
1479424261493659001,0.15,0.47,10.1
1479424261504367104,0.18,0.46,10.2
1479424261513940783,0.18,0.43,10.2
1479424261525387233,0.08,0.41,10.59
1479424261534040000,-0.03,0.39,10.2
1479424261544515103,-0.07,0.4,8.83
1479424261553888203,-0.01,0.43,8.93
1479424261564341768,0.01,0.41,10.79
1479424261573894698,-0.03,0.37,11.09
1479424261584430031,-0.13,0.41,10.89
1479424261593895478,-0.26,0.5,9.81
1479424261604346607,-0.36,0.56,9.61
1479424261613884008,-0.38,0.55,9.02
1479424261625334453,-0.32,0.46,9.32
1479424261633895459,-0.27,0.36,9.22
1479424261644325584,-0.25,0.31,9.52
1479424261654241467,-0.15,0.33,9.71
1479424261664367629,-0.04,0.41,9.42
1479424261674018941,0.01,0.54,8.63
1479424261684362251,0.01,0.64,8.83
1479424261694021574,-0.08,0.61,9.61
1479424261704341659,-0.32,0.5,9.71
1479424261714122040,-0.6,0.39,9.52
1479424261725320340,-0.8,0.34,9.32
1479424261734097489,-0.83,0.33,10.01
1479424261744328269,-0.67,0.34,9.91
1479424261754181639,-0.44,0.36,9.71
1479424261764323152,-0.32,0.41,9.52
1479424261774245318,-0.36,0.46,9.52
1479424261784343795,-0.47,0.49,9.52
1479424261794267985,-0.58,0.53,9.42
1479424261805173081,-0.66,0.57,9.32
1479424261814327135,-0.72,0.58,9.32
1479424261825107799,-0.81,0.53,9.32
1479424261834410611,-0.88,0.47,9.61
1479424261844620731,-0.8,0.46,9.32
1479424261854910160,-0.69,0.47,10.1
1479424261865139006,-0.67,0.46,10.79
1479424261875011311,-0.69,0.47,10.2
1479424261884619831,-0.73,0.51,9.52
1479424261894962659,-0.75,0.5,9.52
1479424261905076518,-0.73,0.42,9.81
1479424261915053361,-0.73,0.31,10.01
1479424261925808144,-0.82,0.26,10.2
1479424261935142477,-0.86,0.28,9.91
1479424261945307685,-0.79,0.36,10.01
1479424261955320524,-0.7,0.43,9.22
1479424261965070203,-0.75,0.45,9.42
1479424261975158762,-0.89,0.45,9.71
1479424261985322882,-0.9,0.43,10.4
1479424261995369677,-0.94,0.38,10.59
1479424262005282181,-1.06,0.33,9.32
1479424262015313485,-1.06,0.33,9.02
1479424262026025646,-0.9,0.35,9.42
1479424262035326929,-0.73,0.39,9.71
1479424262045512779,-0.78,0.42,10.1
1479424262055345531,-1.03,0.45,10.4
1479424262065390632,-1.29,0.48,10.2
1479424262075324796,-1.42,0.53,9.71
1479424262085515223,-1.36,0.54,10.1
1479424262095410329,-1.25,0.48,10.01
1479424262105334488,-1.29,0.41,10.79
1479424262115350520,-1.41,0.31,11.18
1479424262126003828,-1.4,0.29,10.59
1479424262135385789,-1.13,0.44,10.4
1479424262145536127,-0.76,0.59,9.22
1479424262155347881,-0.51,0.62,9.42
1479424262165363663,-0.43,0.57,10.4
1479424262175371665,-0.46,0.47,10.79
1479424262185340214,-0.65,0.42,11.48
1479424262195403205,-0.88,0.44,11.18
1479424262205615489,-0.93,0.48,11.09
1479424262215356975,-0.8,0.43,10.3
1479424262226240293,-0.66,0.36,10.79
1479424262235366598,-0.64,0.3,10.59
1479424262245510621,-0.71,0.18,10.89
1479424262255461301,-0.79,0.14,10.99
1479424262265737316,-0.75,0.22,10.1
1479424262275637909,-0.51,0.35,10.1
1479424262285761133,-0.21,0.47,10.2
1479424262295630848,-0.14,0.54,10.2
1479424262305986056,-0.41,0.55,9.71
1479424262315534522,-0.88,0.51,9.81
1479424262326531711,-1.22,0.46,10.3
1479424262335706696,-1.27,0.42,10.1
1479424262345981969,-1.1,0.42,9.81
1479424262355655855,-0.96,0.45,9.42
1479424262365732136,-0.85,0.48,10.01
1479424262375741235,-0.69,0.53,9.22
1479424262385778506,-0.64,0.6,8.83
1479424262395857271,-0.76,0.64,8.93
1479424262405980815,-0.84,0.59,10.2
1479424262415824274,-0.84,0.48,10.1
1479424262426694331,-0.91,0.45,9.12
1479424262436031258,-0.98,0.49,8.93
1479424262446282351,-0.95,0.5,10.99
1479424262455934364,-0.85,0.47,10.69
1479424262465997992,-0.77,0.49,9.71
1479424262476145257,-0.67,0.53,8.93
1479424262486013072,-0.48,0.51,9.81
1479424262496011629,-0.38,0.47,9.61
1479424262506240199,-0.38,0.47,9.32
1479424262516389872,-0.29,0.53,8.63
1479424262526986432,-0.29,0.63,8.93
1479424262536097888,-0.48,0.66,10.2
1479424262546239041,-0.66,0.59,9.71
1479424262556199942,-0.74,0.55,9.32
1479424262566499295,-0.71,0.55,10.1
1479424262576623034,-0.56,0.48,10.4
1479424262586243097,-0.45,0.44,10.3
1479424262596326321,-0.45,0.48,9.42
1479424262606697559,-0.43,0.57,8.73
1479424262616786774,-0.39,0.64,8.73
1479424262627197666,-0.4,0.66,9.32
1479424262636517420,-0.4,0.65,9.52
1479424262646495227,-0.3,0.64,9.52
1479424262656365321,-0.18,0.67,9.91
1479424262666464900,-0.2,0.69,9.81
1479424262676619958,-0.27,0.67,9.61
1479424262686491034,-0.34,0.63,10.01
1479424262696656218,-0.37,0.59,10.2
1479424262706740635,-0.35,0.57,9.81
1479424262716824387,-0.33,0.57,10.4
1479424262727241637,-0.31,0.58,10.4
1479424262736614744,-0.28,0.61,9.91
1479424262746733573,-0.28,0.65,9.52
1479424262756822123,-0.27,0.68,9.22
1479424262766645755,-0.25,0.66,9.42
1479424262776797223,-0.22,0.6,10.4
1479424262786745271,-0.2,0.55,10.3
1479424262796808410,-0.18,0.58,10.01
1479424262807029857,-0.12,0.65,10.01
1479424262816760308,-0.07,0.66,10.01
1479424262827515412,-0.08,0.6,9.71
1479424262837144729,-0.18,0.53,9.42
1479424262847086040,-0.28,0.47,9.91
1479424262856942906,-0.28,0.43,10.3
1479424262866867700,-0.2,0.46,10.79
1479424262877641945,-0.08,0.56,10.5
1479424262886917230,-0.01,0.7,10.3
1479424262897088188,-0.02,0.77,9.81
1479424262906994157,-0.09,0.74,10.1
1479424262917017931,-0.19,0.64,10.01
1479424262927694128,-0.18,0.56,9.32
1479424262937633233,-0.12,0.52,9.02
1479424262947359065,-0.08,0.54,8.83
1479424262957095866,-0.03,0.6,9.22
1479424262967098782,-0.06,0.68,9.71
1479424262977387413,-0.11,0.74,10.5
1479424262987216771,-0.13,0.77,10.4
1479424262997430020,-0.17,0.8,10.2
1479424263007168954,-0.22,0.78,10.1
1479424263017626940,-0.27,0.69,10.1
1479424263028305508,-0.29,0.6,9.91
1479424263037382082,-0.27,0.51,9.91
1479424263047340688,-0.19,0.48,10.1
1479424263057981476,-0.05,0.54,10.1
1479424263067685785,0.07,0.69,9.32
1479424263077490914,0.07,0.85,8.83
1479424263087430604,-0.03,0.95,8.44
1479424263097626721,-0.17,0.93,9.32
1479424263107486994,-0.39,0.82,10.5
1479424263117649356,-0.56,0.72,10.5
1479424263128620255,-0.55,0.68,10.5
1479424263137796325,-0.48,0.69,10.4
1479424263147786186,-0.39,0.7,9.81
1479424263157619823,-0.23,0.7,8.93
1479424263167775727,-0.03,0.69,9.22
1479424263177618245,0.05,0.7,9.61
1479424263187786106,0.01,0.73,10.4
1479424263197702085,-0.02,0.8,10.4
1479424263207783706,-0.1,0.88,9.91
1479424263217702256,-0.25,0.9,9.22
1479424263228792236,-0.39,0.84,8.53
1479424263237850055,-0.47,0.73,8.83
1479424263247835672,-0.58,0.66,9.52
1479424263257945051,-0.68,0.65,10.01
1479424263267850874,-0.59,0.7,10.01
1479424263278150338,-0.28,0.8,10.2
1479424263287869311,0.05,0.87,10.1
1479424263297894248,0.28,0.87,9.02
1479424263308274591,0.28,0.8,9.02
1479424263318026742,0.05,0.67,9.71
1479424263329022691,-0.26,0.59,9.52
1479424263338312502,-0.45,0.59,9.32
1479424263348249655,-0.48,0.68,9.12
1479424263358055607,-0.49,0.8,9.42
1479424263368060690,-0.49,0.87,9.71
1479424263379013761,-0.45,0.87,10.3
1479424263388248691,-0.39,0.85,10.2
1479424263398468219,-0.35,0.83,9.71
1479424263408203943,-0.32,0.77,8.44
1479424263418411676,-0.27,0.71,8.93
1479424263429199236,-0.26,0.69,9.32
1479424263438483262,-0.3,0.74,9.81
1479424263448676005,-0.27,0.84,9.81
1479424263458614967,-0.16,0.97,9.12
1479424263468621167,-0.02,1.06,8.63
1479424263478477474,0.01,1.06,7.85
1479424263488519227,-0.13,0.96,9.02
1479424263498701300,-0.32,0.79,10.89
1479424263508448670,-0.36,0.64,10.99
1479424263518790678,-0.28,0.64,10.99
1479424263529286067,-0.26,0.79,9.91
1479424263538516696,-0.27,0.92,9.71
1479424263549012170,-0.06,0.94,9.61
1479424263558619255,0.3,0.89,9.71
1479424263568746813,0.49,0.83,9.81
1479424263578652638,0.4,0.77,10.1
1479424263588614145,0.21,0.74,11.09
1479424263598692467,0.06,0.79,10.3
1479424263608613356,-0.09,0.9,10.1
1479424263618972018,-0.22,0.95,10.5
1479424263629415304,-0.23,0.87,10.5
1479424263638783772,-0.16,0.76,10.5
1479424263648730886,-0.15,0.71,10.4
1479424263658784166,-0.25,0.75,10.3
1479424263669194252,-0.31,0.79,10.79
1479424263678862249,-0.17,0.74,11.38
1479424263689259072,0.01,0.73,10.59
1479424263698868552,0.02,0.83,9.81
1479424263709012399,-0.23,0.88,9.52
1479424263718912932,-0.58,0.84,9.32
1479424263729735107,-0.76,0.74,9.32
1479424263739460591,-0.71,0.67,9.81
1479424263749212330,-0.51,0.7,10.79
1479424263759013085,-0.27,0.77,10.79
1479424263769242838,-0.1,0.8,10.3
1479424263779053063,0.02,0.83,9.42
1479424263789450401,0.09,0.84,9.32
1479424263799159806,-0.03,0.79,10.1
1479424263809222258,-0.24,0.69,9.81
1479424263819155165,-0.39,0.61,10.4
1479424263829925313,-0.51,0.62,10.01
1479424263839222296,-0.54,0.75,9.71
1479424263849245181,-0.41,0.94,8.93
1479424263859233848,-0.14,1.0,9.22
1479424263869282248,0.07,0.93,9.42
1479424263879363767,0.07,0.85,10.79
1479424263889493841,0.04,0.87,10.3
1479424263899386185,0.14,0.94,9.61
1479424263909479644,0.2,1.03,9.32
1479424263919391039,0.04,1.04,9.52
1479424263930364405,-0.19,0.94,9.61
1479424263939473350,-0.26,0.79,10.1
1479424263949735723,-0.18,0.65,10.5
1479424263959469699,-0.08,0.63,9.81
1479424263969507584,-0.02,0.74,9.61
1479424263979505788,-0.03,0.88,9.81
1479424263989622736,-0.02,0.95,10.01
1479424263999637550,-0.07,0.94,10.5
1479424264009615379,-0.14,0.84,10.69
1479424264019880806,-0.16,0.71,10.59
1479424264030629442,-0.11,0.61,10.3
1479424264039928001,-0.05,0.55,10.3
1479424264049727850,-0.05,0.52,10.2
1479424264059730145,-0.05,0.57,9.91
1479424264069841455,-0.05,0.69,9.71
1479424264080028527,-0.07,0.83,9.61
1479424264089817188,-0.1,0.96,9.42
1479424264100194097,-0.06,1.01,9.52
1479424264109900829,0.0,0.97,9.91
1479424264120070326,-0.01,0.84,10.2
1479424264130787679,-0.13,0.66,9.71
1479424264140156930,-0.27,0.52,9.32
1479424264149957803,-0.28,0.48,9.61
1479424264160139939,-0.12,0.53,9.81
1479424264169969285,0.1,0.64,9.42
1479424264180231109,0.18,0.72,9.42
1479424264190060550,0.11,0.79,8.83
1479424264200274902,0.1,0.86,8.44
1479424264210089854,0.15,0.86,9.22
1479424264220320565,0.08,0.76,10.1
1479424264231078932,-0.08,0.64,9.61
1479424264240345877,-0.22,0.58,10.01
1479424264250179723,-0.36,0.58,10.4
1479424264260439368,-0.45,0.65,9.71
1479424264270239409,-0.43,0.71,9.22
1479424264280417519,-0.26,0.75,8.93
1479424264290265090,-0.04,0.77,9.22
1479424264300495953,0.16,0.77,9.52
1479424264310656760,0.32,0.74,9.71
1479424264320731501,0.29,0.72,9.42
1479424264331241354,0.1,0.74,9.61
1479424264340614438,-0.01,0.75,10.1
1479424264350470238,-0.07,0.71,10.69
1479424264360654549,-0.18,0.68,10.4
1479424264370486922,-0.24,0.64,9.52
1479424264381235565,-0.18,0.58,10.01
1479424264390632384,-0.03,0.55,10.2
1479424264400685584,0.14,0.51,10.79
1479424264410610949,0.32,0.48,9.91
1479424264420740131,0.48,0.52,10.3
1479424264431400974,0.46,0.59,10.5
1479424264440777081,0.18,0.62,10.79
1479424264450744055,-0.16,0.62,10.4
1479424264460802594,-0.37,0.64,10.59
1479424264470692924,-0.34,0.65,10.69
1479424264480800554,-0.17,0.62,10.59
1479424264490775316,0.0,0.57,10.2
1479424264500864314,0.12,0.53,9.61
1479424264510861787,0.15,0.5,9.81
1479424264521376182,0.09,0.54,10.3
1479424264531615454,0.0,0.56,10.89
1479424264540904017,-0.1,0.58,10.5
1479424264550935457,-0.18,0.61,9.81
1479424264560966820,-0.31,0.63,10.01
1479424264571049226,-0.48,0.61,10.01
1479424264581251366,-0.61,0.52,11.09
1479424264591056276,-0.66,0.4,10.69
1479424264601322438,-0.61,0.31,10.79
1479424264611052472,-0.53,0.33,10.2
1479424264621316651,-0.44,0.41,10.5
1479424264631857481,-0.37,0.5,9.12
1479424264641380655,-0.34,0.54,8.24
1479424264651137520,-0.38,0.52,9.22
1479424264661409071,-0.41,0.45,9.52
1479424264671224992,-0.34,0.41,9.22
1479424264681411463,-0.21,0.43,9.12
1479424264691216734,-0.13,0.5,9.32
1479424264701432321,-0.15,0.59,10.3
1479424264711336843,-0.3,0.61,10.2
1479424264721408274,-0.51,0.59,10.1
1479424264732086632,-0.65,0.53,9.52
1479424264741390035,-0.65,0.45,9.42
1479424264751406300,-0.52,0.4,9.32
1479424264761435975,-0.34,0.37,9.81
1479424264771431238,-0.18,0.37,9.81
1479424264781643373,-0.06,0.43,8.93
1479424264791513702,-0.05,0.53,9.22
1479424264801628226,-0.12,0.61,9.02
1479424264811864928,-0.19,0.6,9.42
1479424264821613458,-0.23,0.56,9.81
1479424264832301647,-0.26,0.52,10.5
1479424264841657934,-0.29,0.47,10.3
1479424264851620184,-0.31,0.43,9.91
1479424264861699846,-0.23,0.4,9.32
1479424264872058951,-0.07,0.36,8.73
1479424264882061090,0.06,0.33,9.52
1479424264892033053,0.04,0.28,9.71
1479424264901783885,-0.19,0.29,10.01
1479424264912040956,-0.4,0.39,9.22
1479424264921857170,-0.38,0.52,9.61
1479424264932773825,-0.19,0.57,9.02
1479424264941891766,-0.07,0.51,9.22
1479424264952300186,-0.15,0.35,9.52
1479424264961855365,-0.3,0.17,9.81
1479424264972124334,-0.41,0.13,10.2
1479424264981924295,-0.42,0.23,9.81
1479424264992218867,-0.32,0.36,9.52
1479424265002028144,-0.16,0.45,9.02
1479424265012271864,-0.08,0.5,9.32
1479424265022430864,-0.12,0.52,9.52
1479424265032782327,-0.2,0.5,9.81
1479424265042123053,-0.26,0.43,10.01
1479424265052317747,-0.24,0.36,8.83
1479424265062160237,-0.21,0.32,8.93
1479424265072484676,-0.23,0.33,9.71
1479424265082198375,-0.27,0.36,10.3
1479424265092427242,-0.39,0.38,9.91
1479424265102344308,-0.59,0.4,9.42
1479424265112497948,-0.66,0.42,10.01
1479424265122343328,-0.52,0.4,10.01
1479424265133060133,-0.33,0.33,10.4
1479424265142389632,-0.28,0.23,10.1
1479424265152650112,-0.37,0.19,10.1
1479424265162442635,-0.44,0.22,9.22
1479424265172656836,-0.45,0.26,9.91
1479424265182428678,-0.4,0.3,10.2
1479424265192700377,-0.28,0.32,9.91
1479424265202493666,-0.27,0.33,10.4
1479424265212760987,-0.43,0.33,10.5
1479424265222843284,-0.58,0.32,9.91
1479424265233297741,-0.61,0.3,9.81
1479424265242615512,-0.61,0.28,10.79
1479424265252825265,-0.56,0.27,10.59
1479424265262663246,-0.46,0.25,10.99
1479424265273341211,-0.38,0.3,10.3
1479424265282698892,-0.32,0.38,10.1
1479424265292886462,-0.24,0.44,10.1
1479424265302761373,-0.16,0.43,10.79
1479424265313095692,-0.12,0.38,10.69
1479424265322738410,-0.15,0.31,10.01
1479424265333635268,-0.33,0.27,9.91
1479424265342822763,-0.56,0.24,10.69
1479424265353181350,-0.6,0.21,11.38
1479424265362884311,-0.39,0.2,10.89
1479424265373195358,-0.18,0.25,10.99
1479424265383211037,-0.07,0.3,10.99
1479424265393063240,0.03,0.26,11.09
1479424265402945412,0.11,0.2,10.89
1479424265413086279,0.05,0.17,10.01
1479424265423275230,-0.13,0.13,9.71
1479424265433788503,-0.28,0.1,10.5
1479424265443128582,-0.18,0.11,10.79
1479424265453180022,0.0,0.19,9.61
1479424265463166781,-0.05,0.33,9.22
1479424265473486651,-0.38,0.42,8.53
1479424265483277471,-0.57,0.39,9.71
1479424265493212068,-0.42,0.28,9.02
1479424265503279795,-0.16,0.21,8.53
1479424265513283117,-0.2,0.2,8.83
1479424265523482091,-0.44,0.18,10.69
1479424265534007867,-0.5,0.16,10.01
1479424265543302040,-0.35,0.24,8.93
1479424265553367740,-0.3,0.4,9.32
1479424265563382524,-0.37,0.44,10.1
1479424265573486484,-0.33,0.35,10.1
1479424265584269389,-0.19,0.26,9.61
1479424265593434614,-0.12,0.26,9.52
1479424265603457450,-0.16,0.32,9.32
1479424265613449447,-0.22,0.36,8.93
1479424265624265691,-0.23,0.38,8.63
1479424265634228397,-0.22,0.4,8.24
1479424265644327669,-0.21,0.43,9.22
1479424265653635060,-0.15,0.48,9.52
1479424265664345554,-0.15,0.53,9.32
1479424265673660793,-0.28,0.52,9.02
1479424265684405736,-0.48,0.42,9.22
1479424265693652170,-0.59,0.29,8.83
1479424265705069563,-0.55,0.19,9.12
1479424265713976977,-0.43,0.17,9.42
1479424265724430123,-0.28,0.23,9.32
1479424265734685984,-0.23,0.33,8.93
1479424265744409200,-0.24,0.42,8.63
1479424265753932518,-0.1,0.47,9.22
1479424265764448256,0.15,0.47,9.81
1479424265773961431,0.3,0.42,9.52
1479424265784413688,0.22,0.34,8.44
1479424265793925152,-0.15,0.29,7.45
1479424265804928660,-0.62,0.29,8.24
1479424265814037206,-0.77,0.31,9.81
1479424265824394122,-0.5,0.36,10.1
1479424265834742258,-0.14,0.42,9.52
1479424265844433478,0.06,0.45,8.93
1479424265854082179,0.12,0.43,8.93
1479424265864429235,0.02,0.34,9.71
1479424265874141194,-0.11,0.2,10.3
1479424265884438036,-0.17,0.06,10.89
1479424265894140125,-0.16,0.01,11.18
1479424265904914371,-0.08,0.05,10.3
1479424265914204649,-0.01,0.08,10.1
1479424265924403940,-0.05,0.1,10.1
1479424265935196992,-0.2,0.12,11.18
1479424265944431192,-0.29,0.12,10.99
1479424265955119991,-0.19,0.06,11.77
1479424265964427184,-0.13,-0.01,11.67
1479424265974513460,-0.2,-0.01,10.99
1479424265984407949,-0.3,0.02,10.3
1479424265994496539,-0.47,0.01,11.09
1479424266004910954,-0.63,-0.02,11.09
1479424266014698807,-0.56,-0.03,10.1
1479424266025382826,-0.3,-0.02,9.91
1479424266035693613,-0.11,0.0,11.48
1479424266044657891,-0.01,0.01,11.18
1479424266055008495,0.03,-0.04,11.28
1479424266064915436,0.0,-0.11,11.09
1479424266075347643,-0.12,-0.13,10.5
1479424266084911342,-0.39,-0.14,10.89
1479424266095324110,-0.61,-0.19,10.3
1479424266105188781,-0.61,-0.22,9.91
1479424266115319776,-0.47,-0.23,10.2
1479424266125367250,-0.3,-0.21,10.1
1479424266136120320,-0.21,-0.14,9.71
1479424266145267481,-0.15,-0.06,9.61
1479424266155391755,-0.03,-0.06,9.81
1479424266165137885,0.04,-0.1,9.22
1479424266175133169,0.01,-0.1,9.32
1479424266185365106,-0.02,-0.11,9.71
1479424266195287076,-0.01,-0.14,9.61
1479424266205140650,-0.02,-0.14,10.01
1479424266215347722,-0.14,-0.13,9.42
1479424266225143730,-0.25,-0.09,8.93
1479424266236058749,-0.17,0.0,9.02
1479424266245355308,0.0,0.02,8.34
1479424266255137595,0.07,0.0,8.53
1479424266265458153,-0.01,-0.05,8.73
1479424266275335311,-0.15,-0.08,9.32
1479424266285139576,-0.24,-0.09,9.52
1479424266295276439,-0.23,-0.12,9.42
1479424266305199367,-0.15,-0.14,9.52
1479424266315505620,-0.07,-0.16,9.52
1479424266325427204,-0.07,-0.17,9.71
1479424266336070316,-0.15,-0.22,10.2
1479424266345361664,-0.32,-0.29,10.59
1479424266355611238,-0.46,-0.28,10.01
1479424266365365348,-0.47,-0.17,9.52
1479424266375341374,-0.33,-0.07,9.22
1479424266385844384,-0.19,-0.04,9.32
1479424266395643823,-0.2,-0.08,9.22
1479424266405611580,-0.3,-0.15,9.81
1479424266415522892,-0.42,-0.2,10.01
1479424266425678309,-0.45,-0.21,10.4
1479424266436229275,-0.41,-0.2,10.01
1479424266445660348,-0.37,-0.18,9.91
1479424266455510383,-0.36,-0.14,10.01
1479424266465965596,-0.33,-0.14,10.2
1479424266475708567,-0.41,-0.22,10.3
1479424266486008167,-0.54,-0.28,10.5
1479424266495679963,-0.61,-0.27,10.2
1479424266505964155,-0.56,-0.23,9.81
1479424266515669301,-0.42,-0.21,9.91
1479424266525976915,-0.27,-0.28,10.1
1479424266536388237,-0.21,-0.39,10.59
1479424266546112731,-0.3,-0.44,10.79
1479424266555819801,-0.4,-0.4,10.5
1479424266565911247,-0.45,-0.34,10.3
1479424266576072300,-0.45,-0.28,10.59
1479424266585979501,-0.41,-0.23,10.01
1479424266595891178,-0.4,-0.19,9.71
1479424266606202629,-0.43,-0.19,9.52
1479424266615918695,-0.43,-0.23,10.1
1479424266626367224,-0.41,-0.3,10.1
1479424266636683617,-0.4,-0.32,10.5
1479424266646365775,-0.37,-0.27,10.2
1479424266656179710,-0.29,-0.22,10.2
1479424266666093881,-0.21,-0.23,9.81
1479424266676459504,-0.22,-0.25,9.61
1479424266686347853,-0.35,-0.31,10.1
1479424266696121625,-0.51,-0.4,10.89
